,crime,criminality,is_file,is_preclusion,state,state_case,law,departament,municipality,year,total_processes
5313,DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA,SI,NO,NO,INACTIVO,EJECUCION DE PENAS,LEY 906,PUTUMAYO,VILLAGARZON,2015,1
5316,FRAUDE AL SUFRAGANTE ART. 388 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,CESAR,CHIRIGUANA,2015,2
5317,FRAUDE AL SUFRAGANTE ART. 388 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,CESAR,VALLEDUPAR,2015,1
5320,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,CUNDINAMARCA,CHOACHI,2015,1
5324,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,SI,SI,NO,INACTIVO,INDAGACION,LEY 906,TOLIMA,VALLE DE SAN JUAN,2015,1
5328,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,SI,NO,NO,ACTIVO,INDAGACION,LEY 906,NARIÑO,RICAURTE,2015,1
5331,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,CUNDINAMARCA,LA CALERA,2015,1
5338,INTERVENCION EN POLITICA ART. 422 C.P.,SI,SI,NO,INACTIVO,INDAGACION,LEY 906,ANTIOQUIA,HELICONIA,2015,1
5340,DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA,SI,NO,NO,ACTIVO,INDAGACION,LEY 906,BOYACA,PUERTO BOYACA,2015,1
5342,"OCULTAMIENTO, RETENCION Y POSESION ILICITA DE CEDULA ART. 395 C.P.",NO,SI,NO,INACTIVO,INDAGACION,LEY 906,CORDOBA,LORICA,2015,3
5343,PERTURBACION DE CERTAMEN DEMOCRATICO ART. 386 C.P.,SI,NO,NO,ACTIVO,INDAGACION,LEY 906,CAUCA,POPAYAN,2015,2
5347,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,ANTIOQUIA,CALDAS,2015,1
5348,FRAUDE AL SUFRAGANTE ART. 388 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,ANTIOQUIA,LA UNION,2015,1
5349,DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA,SI,NO,NO,ACTIVO,INDAGACION,LEY 906,CORDOBA,MONTERIA,2015,1
5351,CONSTREÑIMIENTO AL SUFRAGANTE ART. 387 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,SANTANDER,VELEZ,2015,1
5353,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,SANTANDER,EL PEÑON,2015,1
5357,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,ANTIOQUIA,PEQUE,2015,1
5361,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,SANTANDER,HATO,2015,1
5367,INTERVENCION EN POLITICA ART. 422 C.P.,SI,SI,NO,INACTIVO,INDAGACION,LEY 906,ATLANTICO,MALAMBO,2015,1
5370,CONSTREÑIMIENTO AL SUFRAGANTE ART. 387 C.P.,SI,NO,NO,ACTIVO,INDAGACION,LEY 906,VALLE DEL CAUCA,OBANDO,2015,1
5373,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,CUNDINAMARCA,GUADUAS,2015,1
5374,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,CUNDINAMARCA,FUSAGASUGA,2015,1
5375,VOTO FRAUDULENTO ART. 391 C.P,SI,NO,NO,ACTIVO,INVESTIGACION,LEY 906,CORDOBA,PLANETA RICA,2015,2
5377,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,BOYACA,FIRAVITOBA,2015,1
5379,"OCULTAMIENTO, RETENCION Y POSESION ILICITA DE CEDULA ART. 395 C.P.",NO,SI,NO,INACTIVO,INDAGACION,LEY 906,NARIÑO,SAMANIEGO,2015,1
5385,ALTERACION DE RESULTADOS ELECTORALES ART. 394  C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,VALLE DEL CAUCA,TULUA,2015,1
5386,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,CUNDINAMARCA,CAJICA,2015,1
5391,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,PUTUMAYO,MOCOA,2015,3
5392,DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA,SI,NO,NO,INACTIVO,INDAGACION,LEY 906,ANTIOQUIA,ARBOLETES,2015,1
5393,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,SUCRE,BUENAVISTA,2015,1
5397,ALTERACION DE RESULTADOS ELECTORALES ART. 394  C.P.,SI,NO,NO,ACTIVO,INDAGACION,LEY 906,ATLANTICO,BARRANQUILLA,2015,6
5398,PERTURBACION DE CERTAMEN DEMOCRATICO ART. 386 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,QUINDIO,LA TEBAIDA,2015,1
5409,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,SI,NO,NO,INACTIVO,INDAGACION,LEY 906,RISARALDA,BALBOA,2015,1
5415,"OCULTAMIENTO, RETENCION Y POSESION ILICITA DE CEDULA ART. 395 C.P.",SI,NO,SI,INACTIVO,JUICIO,LEY 906,ATLANTICO,PUERTO COLOMBIA,2015,1
5416,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,SI,NO,NO,INACTIVO,JUICIO,LEY 906,CASANARE,SAN LUIS DE PALENQUE,2015,1
5419,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,SI,NO,SI,INACTIVO,JUICIO,LEY 906,ARAUCA,ARAUCA,2015,1
5421,CONSTREÑIMIENTO AL SUFRAGANTE ART. 387 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,TOLIMA,COYAIMA,2015,1
5423,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,HUILA,ISNOS,2015,1
5427,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,VALLE DEL CAUCA,GUADALAJARA DE BUGA,2015,1
5431,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,SANTANDER,PALMAR,2015,2
5439,DENEGACION DE INSCRIPCION ART. 396 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,CESAR,VALLEDUPAR,2015,2
5444,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,NO,NO,NO,INACTIVO,EJECUCION DE PENAS,LEY 906,VALLE DEL CAUCA,DAGUA,2015,1
5448,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,SI,SI,NO,INACTIVO,INDAGACION,LEY 906,CASANARE,YOPAL,2015,1
5449,VOTO FRAUDULENTO ART. 391 C.P,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,RISARALDA,SANTA ROSA DE CABAL,2015,1
5450,FRAUDE AL SUFRAGANTE ART. 388 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,"BOGOTA, D. C.","BOGOTA, D.C.",2015,10
5452,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,PUTUMAYO,MOCOA,2015,1
5453,FAVORECIMIENTO DE VOTO FRAUDULENTO ART. 392 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,BOYACA,COMBITA,2015,2
5454,"OCULTAMIENTO, RETENCION Y POSESION ILICITA DE CEDULA ART. 395 C.P.",SI,NO,SI,INACTIVO,INDAGACION,LEY 906,LA GUAJIRA,FONSECA,2015,1
5455,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,ANTIOQUIA,BETANIA,2015,1
5460,DE LA VIOLACION AL EJERCICIO DE MECANISMOS DE PARTICIPACION,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,ANTIOQUIA,AMAGA,2015,1
5461,"OCULTAMIENTO, RETENCION Y POSESION ILICITA DE CEDULA ART. 395 C.P.",NO,SI,NO,INACTIVO,INDAGACION,LEY 906,NARIÑO,PASTO,2015,1
5462,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,SI,NO,SI,INACTIVO,JUICIO,LEY 906,SANTANDER,BUCARAMANGA,2015,1
5471,CONSTREÑIMIENTO AL SUFRAGANTE ART. 387 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,VALLE DEL CAUCA,CALI,2015,3
5472,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,SI,NO,NO,INACTIVO,INDAGACION,LEY 906,BOLIVAR,CANTAGALLO,2015,1
5474,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,HUILA,TESALIA,2015,1
5476,DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,PUTUMAYO,MOCOA,2015,2
5477,FRAUDE AL SUFRAGANTE ART. 388 C.P.,SI,SI,NO,INACTIVO,INDAGACION,LEY 906,ANTIOQUIA,MEDELLIN,2015,1
5481,DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA,SI,NO,NO,INACTIVO,INDAGACION,LEY 906,BOLIVAR,SAN FERNANDO,2015,2
5482,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,TOLIMA,FALAN,2015,1
5483,PERTURBACION DE CERTAMEN DEMOCRATICO ART. 386 C.P.,SI,NO,SI,INACTIVO,JUICIO,LEY 906,CHOCO,QUIBDO,2015,1
5487,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,ANTIOQUIA,CAMPAMENTO,2015,1
5488,"OCULTAMIENTO, RETENCION Y POSESION ILICITA DE CEDULA ART. 395 C.P.",SI,NO,SI,INACTIVO,JUICIO,LEY 906,SUCRE,COLOSO,2015,1
5490,PERTURBACION DE CERTAMEN DEMOCRATICO ART. 386 C.P.,SI,NO,NO,ACTIVO,INDAGACION,LEY 906,META,LEJANIAS,2015,1
5491,CONSTREÑIMIENTO AL SUFRAGANTE ART. 387 C.P.,SI,NO,NO,ACTIVO,INDAGACION,LEY 906,BOLIVAR,CANTAGALLO,2015,1
5495,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,SI,NO,NO,INACTIVO,INDAGACION,LEY 906,CHOCO,QUIBDO,2015,1
5503,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,SI,NO,NO,ACTIVO,INDAGACION,LEY 906,NARIÑO,LINARES,2015,1
5507,DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,CESAR,AGUACHICA,2015,1
5508,CONSTREÑIMIENTO AL SUFRAGANTE ART. 387 C.P.,SI,NO,NO,ACTIVO,INDAGACION,LEY 906,TOLIMA,ALVARADO,2015,1
5510,"OCULTAMIENTO, RETENCION Y POSESION ILICITA DE CEDULA ART. 395 C.P.",SI,NO,SI,INACTIVO,INVESTIGACION,LEY 906,NARIÑO,TUQUERRES,2015,1
5511,CONSTREÑIMIENTO AL SUFRAGANTE ART. 387 C.P.,SI,SI,NO,INACTIVO,INDAGACION,LEY 906,HUILA,ISNOS,2015,1
5512,FRAUDE AL SUFRAGANTE ART. 388 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,ANTIOQUIA,CAUCASIA,2015,1
5516,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,SI,NO,NO,INACTIVO,INDAGACION,LEY 906,SANTANDER,LOS SANTOS,2015,1
5518,CONSTREÑIMIENTO AL SUFRAGANTE ART. 387 C.P.,SI,SI,NO,INACTIVO,INDAGACION,LEY 906,META,LA MACARENA,2015,1
5521,VOTO FRAUDULENTO ART. 391 C.P,NO,NO,SI,INACTIVO,INVESTIGACION,LEY 906,CORDOBA,MONTERIA,2015,1
5532,INTERVENCION EN POLITICA ART. 422 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,ANTIOQUIA,GOMEZ PLATA,2015,1
5534,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,SI,NO,NO,INACTIVO,INDAGACION,LEY 906,SANTANDER,BOLIVAR,2015,1
5537,PERTURBACION DE CERTAMEN DEMOCRATICO ART. 386 C.P.,SI,NO,NO,ACTIVO,INDAGACION,LEY 906,MAGDALENA,PEDRAZA,2015,1
5542,VOTO FRAUDULENTO ART. 391 C.P,NO,SI,NO,INACTIVO,INDAGACION,JURISDICCION MENORES,CHOCO,QUIBDO,2015,1
5545,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,SI,NO,NO,ACTIVO,INDAGACION,LEY 906,CUNDINAMARCA,GACHANCIPA,2015,1
5546,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,CUNDINAMARCA,SILVANIA,2015,1
5549,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,SI,NO,NO,ACTIVO,INDAGACION,LEY 906,BOYACA,MOTAVITA,2015,1
5551,CONSTREÑIMIENTO AL SUFRAGANTE ART. 387 C.P.,SI,NO,NO,ACTIVO,INDAGACION,LEY 906,VALLE DEL CAUCA,GUADALAJARA DE BUGA,2015,1
5554,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,CUNDINAMARCA,GUATAQUI,2015,1
5557,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,NORTE DE SANTANDER,SANTIAGO,2015,1
5559,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,SI,NO,NO,ACTIVO,INDAGACION,LEY 906,CORDOBA,BUENAVISTA,2015,1
5560,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,CUNDINAMARCA,GACHANCIPA,2015,1
5565,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,CUNDINAMARCA,GIRARDOT,2015,1
5566,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,SANTANDER,SANTA BARBARA,2015,1
5567,FAVORECIMIENTO DE VOTO FRAUDULENTO ART. 392 C.P.,SI,NO,NO,ACTIVO,INDAGACION,LEY 906,ATLANTICO,BARRANQUILLA,2015,1
5568,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,SI,SI,NO,INACTIVO,INDAGACION,LEY 906,META,SAN MARTIN,2015,1
5569,CONSTREÑIMIENTO AL SUFRAGANTE ART. 387 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,ANTIOQUIA,URRAO,2015,1
5572,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,CUNDINAMARCA,BELTRAN,2015,1
5580,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,SI,NO,NO,INACTIVO,INDAGACION,LEY 906,ATLANTICO,SOLEDAD,2015,1
5583,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,NO,NO,SI,INACTIVO,INDAGACION,LEY 906,CUNDINAMARCA,UTICA,2015,1
5584,ALTERACION DE RESULTADOS ELECTORALES ART. 394  C.P.,SI,SI,NO,INACTIVO,INDAGACION,LEY 906,CAUCA,TIMBIQUI,2015,1
5586,INTERVENCION EN POLITICA ART. 422 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,MAGDALENA,SABANAS DE SAN ANGEL,2015,1
5588,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,CASANARE,YOPAL,2015,22
5589,DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,BOLIVAR,ARROYOHONDO,2015,1
5593,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,ANTIOQUIA,GUADALUPE,2015,1
5599,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,SANTANDER,SAN JOSE DE MIRANDA,2015,1
5601,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,CUNDINAMARCA,MACHETA,2015,1
5603,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,BOYACA,ALMEIDA,2015,1
5604,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,ANTIOQUIA,YOLOMBO,2015,1
5606,ALTERACION DE RESULTADOS ELECTORALES ART. 394  C.P.,SI,NO,NO,INACTIVO,INDAGACION,LEY 906,MAGDALENA,ARIGUANI,2015,1
5607,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,CUNDINAMARCA,GUADUAS,2015,1
5614,DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,CORDOBA,SAN ANTERO,2015,1
5615,FRAUDE AL SUFRAGANTE ART. 388 C.P.,SI,NO,NO,ACTIVO,INDAGACION,LEY 906,MAGDALENA,CIENAGA,2015,2
5619,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,SI,NO,NO,INACTIVO,INDAGACION,LEY 906,VALLE DEL CAUCA,ULLOA,2015,1
5621,FRAUDE AL SUFRAGANTE ART. 388 C.P.,SI,SI,NO,INACTIVO,INDAGACION,LEY 906,HUILA,NEIVA,2015,1
5623,FRAUDE AL SUFRAGANTE ART. 388 C.P.,SI,NO,NO,ACTIVO,INDAGACION,LEY 906,ANTIOQUIA,MEDELLIN,2015,1
5628,CONSTREÑIMIENTO AL SUFRAGANTE ART. 387 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,ARAUCA,ARAUCA,2015,1
5634,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,BOLIVAR,SAN JACINTO,2015,2
5637,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,ARAUCA,ARAUCA,2015,1
5638,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,SI,NO,NO,ACTIVO,INDAGACION,LEY 906,CASANARE,RECETOR,2015,1
5639,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,VALLE DEL CAUCA,CALIMA,2015,1
5641,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,BOYACA,SOCOTA,2015,1
5647,INTERVENCION EN POLITICA ART. 422 C.P.,SI,NO,NO,ACTIVO,INDAGACION,LEY 906,ANTIOQUIA,PUERTO NARE,2015,1
5649,ALTERACION DE RESULTADOS ELECTORALES ART. 394  C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,CAUCA,EL TAMBO,2015,1
5652,DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,PUTUMAYO,PUERTO GUZMAN,2015,1
5657,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,SI,NO,NO,INACTIVO,INDAGACION,LEY 906,VALLE DEL CAUCA,RIOFRIO,2015,1
5661,DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,CUNDINAMARCA,COTA,2015,1
5662,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,SI,NO,NO,ACTIVO,INDAGACION,LEY 906,CUNDINAMARCA,VERGARA,2015,1
5663,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,SI,NO,NO,ACTIVO,INDAGACION,LEY 906,SANTANDER,LANDAZURI,2015,2
5665,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,SI,NO,NO,ACTIVO,INDAGACION,LEY 906,MAGDALENA,SAN ZENON,2015,1
5675,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,SI,NO,NO,INACTIVO,INDAGACION,LEY 906,SANTANDER,GAMBITA,2015,2
5676,PERTURBACION DE CERTAMEN DEMOCRATICO ART. 386 C.P.,SI,NO,NO,ACTIVO,INDAGACION,LEY 906,CAUCA,VILLA RICA,2015,1
5684,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,SI,NO,NO,INACTIVO,INDAGACION,LEY 906,CESAR,RIO DE ORO,2015,2
5685,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,SI,NO,NO,INACTIVO,INDAGACION,LEY 906,SUCRE,BUENAVISTA,2015,2
5686,"OCULTAMIENTO, RETENCION Y POSESION ILICITA DE CEDULA ART. 395 C.P.",SI,NO,NO,ACTIVO,INDAGACION,LEY 906,CESAR,CHIRIGUANA,2015,1
5687,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,TOLIMA,LERIDA,2015,1
5688,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,SI,SI,NO,INACTIVO,INDAGACION,LEY 906,TOLIMA,ESPINAL,2015,1
5690,INTERVENCION EN POLITICA ART. 422 C.P.,SI,SI,NO,INACTIVO,INDAGACION,LEY 906,NARIÑO,SANTACRUZ,2015,1
5694,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,SI,NO,NO,ACTIVO,INDAGACION,LEY 906,VALLE DEL CAUCA,BUENAVENTURA,2015,1
5695,"OCULTAMIENTO, RETENCION Y POSESION ILICITA DE CEDULA ART. 395 C.P.",SI,NO,NO,ACTIVO,INDAGACION,LEY 906,NARIÑO,BUESACO,2015,2
5697,DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA,SI,NO,NO,INACTIVO,INDAGACION,LEY 906,BOYACA,TUNJA,2015,1
5703,FRAUDE AL SUFRAGANTE ART. 388 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,"BOGOTA, D. C.","BOGOTA, D.C.",2015,1
5706,FRAUDE AL SUFRAGANTE ART. 388 C.P.,SI,SI,NO,INACTIVO,INDAGACION,LEY 906,HUILA,TESALIA,2015,1
5709,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,SANTANDER,PUERTO PARRA,2015,1
5713,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,CUNDINAMARCA,GUACHETA,2015,1
5714,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,CUNDINAMARCA,ZIPACON,2015,1
5715,PERTURBACION DE CERTAMEN DEMOCRATICO ART. 386 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,CUNDINAMARCA,SILVANIA,2015,1
5716,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",PROVIDENCIA,2015,1
5718,FRAUDE AL SUFRAGANTE ART. 388 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,BOLIVAR,CARTAGENA,2015,1
5719,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,SI,NO,NO,ACTIVO,INDAGACION,LEY 906,ATLANTICO,SABANAGRANDE,2015,1
5720,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,SI,NO,NO,ACTIVO,INDAGACION,LEY 906,VALLE DEL CAUCA,SAN PEDRO,2015,1
5721,CONSTREÑIMIENTO AL SUFRAGANTE ART. 387 C.P.,SI,NO,NO,ACTIVO,INDAGACION,LEY 906,ATLANTICO,SOLEDAD,2015,1
5725,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,SI,NO,NO,INACTIVO,INDAGACION,LEY 906,NORTE DE SANTANDER,SARDINATA,2015,2
5728,CONSTREÑIMIENTO AL SUFRAGANTE ART. 387 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,CAUCA,PATIA,2015,1
5730,VOTO FRAUDULENTO ART. 391 C.P,SI,SI,NO,INACTIVO,INDAGACION,LEY 906,HUILA,LA PLATA,2015,1
5732,CONSTREÑIMIENTO AL SUFRAGANTE ART. 387 C.P.,SI,SI,NO,INACTIVO,INDAGACION,LEY 906,NARIÑO,PASTO,2015,1
5733,ALTERACION DE RESULTADOS ELECTORALES ART. 394  C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,PUTUMAYO,MOCOA,2015,2
5736,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,ANTIOQUIA,SAN RAFAEL,2015,1
5740,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,BOYACA,TUNJA,2015,2
5741,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,NARIÑO,ALDANA,2015,1
5745,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,SANTANDER,SOCORRO,2015,1
5749,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,ANTIOQUIA,RIONEGRO,2015,1
5750,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,SI,NO,NO,INACTIVO,INDAGACION,LEY 906,ATLANTICO,PONEDERA,2015,1
5752,VOTO FRAUDULENTO ART. 391 C.P,SI,NO,NO,ACTIVO,INVESTIGACION,LEY 906,LA GUAJIRA,MAICAO,2015,1
5760,CONSTREÑIMIENTO AL SUFRAGANTE ART. 387 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,SUCRE,SINCELEJO,2015,1
